	City	Price	State	Title	Url	Condition	Cylinders	Description	Drive	Fuel	Make_Model	Num_Image	Odometer	Paint_Color	Size	Time	Title_Status	Transmission	VIN	Year
2059	Joe Hills	11533	Autorama	2013 CHEVROLET IMPALA LT ***APPROVALS IN 10 MINUTES***	https://northmiss.craigslist.org/ctd/d/2013-chevrolet-impala-lt/6449547264.html			2013 CHEVROLET IMPALA LTOffered by: Joe Hill's Autorama — (901) 244-4481 — $11,533GREAT FAMILY CAR.Joe Hill's AutoramaYear: 2013Make: CHEVROLETModel: IMPALASeries: LTVIN: 2G1WG5E36D1140188Stock #: 4501Condition: UsedMileage: 79,071Exterior: BLACKBody: SedanTransmission: AutomaticEngine: 3.6L 6 Cyl.📲 ☎️️ CALL OR TEXT US (901) 244-4481 📲 ☎️️ 🔹 🔷 REASONS TO BUY FROM ➩ JOE HILL'S AUTORAMA 🔷🔹✅  SUBPRIME & PRIME LENDING AVAILABLE!✅  FIRST TIME BUYERS PROGRAM -  ESTABLISH YOUR CREDIT! ✅  SECOND CHANCE FINANCING -  REBUILD YOUYR CREDIT!✅ - This 2013 *CHEVROLET* *IMPALA has been detailed and is ready for a test drive!✅ - WITH GOOD CREDIT ANYBODY CAN BUY WHAT THEY WANT. ✅ - SLOW CREDIT, BAD CREDIT, HORRIBLE CREDIT WE HAVE CREDIT EXPERTS TO GET YOU APPROVED IN WHAT YOU WANT. ✅ - WE ARE THE CREDIT EXPERTS WHEN IT COMES TO GETTING YOU APPROVED. ✅ - APPROVALS IN 10 MINUTES. NO JOKE NO PLAY YOU WILL BE APPROVED TODAY. ✅ - NO DELAYS. ONLY THING STOPPING YOUR APPROVAL IS YOU APPLYING NOW. 📝 - FILL OUT A CREDIT APP AND GET PRE APPROVED FAST! https://secure.carsforsale.com/finance.aspx?sid=60218&jesxel;=407658&hla;=0&bgcolor;=%23ffffff&lid;=-1&vid;=-1☮️ - FOR MORE CARS BY US CLICK HERE ! https://memphis.craigslist.org/search/ctd?query=244+4481More vehicle details: www.joehillsautoramatn.com/v/UA08LCDvAddress: 3498 Jackson Ave Memphis, TN 38122Phone: (901) 244-4481Website: JOEHILLSAUTORAMA.COM📲 ☎️ Call or text (901) 244-4481 for quick answers to your questions about this CHEVROLET IMPALAYour message will always be answered by a real human — never an automated system.CHEVROLET IMPALA InformationEngine Size: 3.6 L (3564.0)Cylinders: V6Valves: 24 valves, variable valve timingHorsepower: 300 hp @ 6500Torque: 262 ft-lbs @ 5300Fuel Type: Flex Fuel (Ffv), flex-fuel (unleaded/E85)EPA MPG: 18/30 (city/highway)Transmission: 6-speed automaticDrive Train: Front wheel drivePossible OptionsThis list represents CHEVROLET IMPALA options and packages that were available by manufacturer at the time this CHEVROLET IMPALA was initially sold by CHEVROLET. Which means that the actual vehicle may not be equipped with any or all of the listed options. Please contact Joe Hill's Autorama to verify the actual options installed on this CHEVROLET IMPALA.InteriorCargo Net: Cross-car, envelope-style cargo netFlip And Fold Rear Seat (Fleet): Flip and fold rear seat with armrest; Only available with FNR, FLS or FGO order types.SiriusXM Satellite Radio (Fleet): Includes 3-month trial of service (requires subscription fee to continue service)Cloth Front 40/20/40 Split-Bench SeatMechanicalE85 FlexFuel Capable (Fleet): E85 FlexFuel capability; Rear decklid badge; For FBC or FBO order types only.Engine Block HeaterPackageLT OnStar And Bluetooth Package (Fleet): OnStar service featuring 6 months of Directions and Connections plan with Automatic Crash Response, Emergency Services, Crisis Assist, First Assist, Injury Severity Predictor, Stolen Vehicle Assistance, Stolen Vehicle Slowdown, Remote Ignition Block, Remote Door Unlock, Roadside Assistance, Remote Horn and Lights, Turn-by-Turn Navigation with OnStar eNav, OnStar Vehicle Diagnostics, Hands Free Calling and available OnStar RemoteLink mobile app.; Bluetooth personal cell phone connectivity to vehicle audio system and HMI (Human Machine Interface); AM/FM stereo with CD and MP3 playbackWeather Protection Package: All-weather floor mats and molded splash guards LT Sunroof Package: One-touch power tilt and slide sunroof and sunshade; Universal Home Remote with overhead systemLuxury Edition Package (Fleet): Front leather seating surfaces with heated driver and front passenger seats, driver 8-way power seat adjuster and, front passenger 6-way power seat adjuster; Bose premium 8-speaker audio system; 1-year subscription of SiriusXM Satellite Radio (an additional 9 months of service after the 3 trial months); Inside rearview auto-dimming mirror; Universal Home Remote with overhead system; Outside heated power-adjustable mirrors; SiriusXM Satellite Radio; Flip-and-fold-flat rear seat; OnStar and Bluetooth Package with OnStar, Bluetooth personal cell phone connectivity to vehicle audio system and HMI (Human Machine Interface), and AM/FM stereo with CD and MP3 playbackConvenience Package: Cargo organizer and trayExteriorRear Spoiler (Fleet)Front License Plate Bracket: Included on orders with ship-to states that require a front license plate. Disclaimer: Joe Hill's Autorama will never sell, share, or spam your mobile number. Standard text messaging rates may apply. 2013 CHEVROLET IMPALA LT Chevrolet Impala LT Fleet 4dr Sedan (3.6L 6cyl 6A) Chevrolet LT Fleet Chevrolet Impala Sedan 1WG19 Car Sedan Large Car Flex Fuel Large Cars Chevrolet Impala Sedan Front Wheel Drive 4 Doorsb9e61c64ef2448659f81527596cf83a2	 fwd	 gas	CHEVROLET IMPALA	13.0	79071.0	 black		2018-01-05  8:40pm	 clean	 automatic	 2G1WG5E36D1140188	2013.0
2060	Joe Hills	16133	Autorama	2015 CHEVROLET IMPALA LT ***APPROVALS IN 10 MINUTES***	https://northmiss.craigslist.org/ctd/d/2015-chevrolet-impala-lt/6449547242.html			"2015 CHEVROLET IMPALA LTOffered by: Joe Hill's Autorama — (901) 244-4481 — $16,133ONE OWNER AND SHARP. BLACK ON BLACK. FREE SIRIUS XM RADIO SERVICE WITH THE PURCHASE OF THIS NEW BODY STYLE IMPALA.Joe Hill's AutoramaYear: 2015Make: CHEVROLETModel: IMPALASeries: LTVIN: 2G1115SL4F9195517Stock #: 4502Condition: UsedMileage: 77,120Exterior: BLACKBody: SedanTransmission: AutomaticEngine: 2.5L 4 Cyl.📲 ☎️️ CALL OR TEXT US (901) 244-4481 📲 ☎️️ 🔹 🔷 REASONS TO BUY FROM ➩ JOE HILL'S AUTORAMA 🔷🔹✅  SUBPRIME & PRIME LENDING AVAILABLE!✅  FIRST TIME BUYERS PROGRAM -  ESTABLISH YOUR CREDIT! ✅  SECOND CHANCE FINANCING -  REBUILD YOUYR CREDIT!✅ - This 2015 *CHEVROLET* *IMPALA has been detailed and is ready for a test drive!✅ - WITH GOOD CREDIT ANYBODY CAN BUY WHAT THEY WANT. ✅ - SLOW CREDIT, BAD CREDIT, HORRIBLE CREDIT WE HAVE CREDIT EXPERTS TO GET YOU APPROVED IN WHAT YOU WANT. ✅ - WE ARE THE CREDIT EXPERTS WHEN IT COMES TO GETTING YOU APPROVED. ✅ - APPROVALS IN 10 MINUTES. NO JOKE NO PLAY YOU WILL BE APPROVED TODAY. ✅ - NO DELAYS. ONLY THING STOPPING YOUR APPROVAL IS YOU APPLYING NOW. 📝 - FILL OUT A CREDIT APP AND GET PRE APPROVED FAST! https://secure.carsforsale.com/finance.aspx?sid=60218&jesxel;=407658&hla;=0&bgcolor;=%23ffffff&lid;=-1&vid;=-1☮️ - FOR MORE CARS BY US CLICK HERE ! https://memphis.craigslist.org/search/ctd?query=244+4481More vehicle details: www.joehillsautoramatn.com/v/sOOnIILiAddress: 3498 Jackson Ave Memphis, TN 38122Phone: (901) 244-4481Website: JOEHILLSAUTORAMA.COM📲 ☎️ Call or text (901) 244-4481 for quick answers to your questions about this CHEVROLET IMPALAYour message will always be answered by a real human — never an automated system.CHEVROLET IMPALA InformationEngine Size: 2.5 L (2457.0)Cylinders: 4 InlineCompression Ratio: 11.3Valves: 16 valves, variable valve timingHorsepower: 195 hp @ 6300Torque: 187 ft-lbs @ 4400Fuel Type: Gas, regular unleadedEPA MPG: 21/31 (city/highway)Transmission: 6-speed shiftable automaticDrive Train: Front wheel drivePossible OptionsThis list represents CHEVROLET IMPALA options and packages that were available by manufacturer at the time this CHEVROLET IMPALA was initially sold by CHEVROLET. Which means that the actual vehicle may not be equipped with any or all of the listed options. Please contact Joe Hill's Autorama to verify the actual options installed on this CHEVROLET IMPALA.InteriorCargo NetTrunk OrganizerPremium All-Weather Floor Mats: Front and rear premium all-weather floor matsPedal Cover SetPremium All-Weather Cargo MatMechanicalEngine Block HeaterSafetyAdvanced Safety Package: Forward collision alert; Rear cross-traffic alert; Lane departure warning; Side blind zone alertPackagePremium Audio And Sport Wheels Package: Bose Centerpoint surround sound premium 11-speaker system; Ambient door lighting; Ambient instrument panel lighting; 120-volt power outlet; 19"" aluminum wheels; Rear spoilerConvenience Package: Rear park assist; Rear vision camera; Auto-dimming inside rearview mirror; Remote vehicle starter system; Universal home remote; Premium carpeted front and rear floor mats; Carpeted trunk matPremium Seating Package: Heated driver and front passenger seats; 8-way power front passenger seat adjuster; Cargo convenience netInterior Protection Package: Premium black front and rear all-weather floor mats; Premium all-weather cargo matNavigation Package: Chevrolet MyLink radio with navigation, Color touch AM/FM stereo with CD player, MP3 playback capability, GPS navigation system, USB port, 8"" diagonal touch-screen display and Radio Data System (RDS) with push button keyless startExteriorFront License Plate Bracket: Included on orders with ship-to states that require a front license plate. Chrome Mirror CapsRear SpoilerBody-Color Surround Grille Wheel LocksPower Sunroof : Power, glass, tilt-sliding sunroof; Additional skylight fixed glass aft of the sliding glass with power sunshadeDisclaimer: Joe Hill's Autorama will never sell, share, or spam your mobile number. Standard text messaging rates may apply. 2015 CHEVROLET IMPALA LT Chevrolet Impala LT 4dr Sedan w/1LT (2.5L 4cyl 6A) Chevrolet LT Chevrolet Impala Sedan 1GY69 Car Sedan Large Car Large Cars Chevrolet Impala Sedan Front Wheel Drive 4 Doors52ac0f6f5a37491f9f5ac0a7f19de689"	 fwd	 gas	CHEVROLET IMPALA	13.0	77120.0	 black		2018-01-05  8:40pm	 clean	 automatic	 2G1115SL4F9195517	2015.0
2061	columbus	6800	N/A	'91 C4 Corvette, Great Condition	https://northmiss.craigslist.org/cto/d/91-c4-corvette-great-condition/6449515802.html	 good	 8 cylinders	This is a great looking daily driver that has 136,000 miles. It runs and shifts great and the interior is in excellent shape. It has a new aluminum radiator that runs good and cool. It has C5 Cray wheels and almost new continental tires (maybe 4,000-5,000 miles on them). The A/C works but has a leak. It has a newer Bluetooth pioneer stereo (FH-X70BT).This car has a rebuilt title. The only damage was to the hood, lights and front valance and that has all been fixed. I'm selling this because it's a spare car now and isn't driven much. If you see and drive this car you will want it.	 rwd	 gas	chevrolet corvette	4.0	136000.0			2018-01-05  7:57pm	 rebuilt	 automatic		1991.0
2062	Corinth	13500	N/A	F250 king ranch fx4	https://northmiss.craigslist.org/cto/d/f250-king-ranch-fx4/6420638864.html			"F250 fx4 king ranch, bulletproofed 6.0, Bluetooth/gps jvc in dash receiver, sunroof, heated seats. Has a rebuilt title but was done by J&B auto sales in guys, TN. If you know them, they do more than excellent work. Comes with tuner with 3 custom settings from ""looney tunes"" as well as guages while driving. Never a problem out of this truck. Cold cranks, trans runs smooth, you'd be surprised by the mileage. Tires in good shape(75%) and oil changed every 5k. Recently had coolant flushed and new brake pads.Call or text, 6six two8zeroeight280 nine"		 diesel	Ford 250	8.0	200.0			2017-12-10  9:05pm	 rebuilt	 automatic		2006.0
2063	Oxford	6700	N/A	Sporty Buick Lacrosse CXL	https://northmiss.craigslist.org/cto/d/sporty-buick-lacrosse-cxl/6449461574.html	 like new	 6 cylinders	I am selling my 2005 garage kept Buick Lacrosse. See how shiny it is? I take care of it very well. it has a number of modifications like tinted windows, roof rack, bike rack, 120,000, PA speaker, CB radio, 3900 series III original motor. 32 MPG interstate, 20 city. 18 gallon gas tank. the interior is fully loaded. the V6 is much better than the V8 in this year. This is a fast car, that is slowly driven. it has allot of passing power and handles like it's on rails. I WOULD LIKE TO TRADE. cash is nice but, this is my daily driver. A spacious and capable vehicle. A manual Toyota pickup is what I really want. I need a pickup truck because I am moving to Atlanta soon, preferably 4WD. I'm just seeing what is out there.	 fwd	 gas	buick lacrosse	4.0	120000.0	 silver	 full-size	2018-01-05  6:52pm	 clean	 automatic		2005.0
2064	N/A	29000	N/A	2011 Ford Super Duty F-250 Lariat Crew Cab 4WD	https://northmiss.craigslist.org/ctd/d/2011-ford-super-duty-250/6449441425.html		 8 cylinders	2011 Ford Super Duty F-250 Lariat Crew Cab 4WD -- $29,000 â˜Ž Call: (256) 907-7256  ðŸ“± Text  (256) 907-7256 Vehicle Information: 2011 Ford Super Duty F-250 Lariat Crew Cab 4WDPrice:  $29,000    Year:  2011*      Make:  *Ford**      Model:  *Super Duty F-250**      Series:  *Lariat Crew Cab 4WD**      Body Style:  Truck*    Stock Number:  ST17178    VIN:  1FT7W2B65BEC15518    Mileage:  119,180    Engine:  6.2L V8 OHV 16V    Transmission:  Automatic    Exterior Color:  White*    Interior Color:  Beige*We offer financing! Paste the link below to apply today!http://aswt.co/tg1f   For more details, pictures and information on this ***Ford**** ***Super Duty F-250**** ***Lariat Crew Cab 4WD****, Paste the link below into your browser:  http://aswt.co/wajl   Vehicle Options For This *Ford** *Super Duty F-250**:   âœ… Truck*                âœ… 4x4                âœ… AM/FM                âœ… Adjustable Pedals                âœ… Air Conditioned Seats                âœ… Air Conditioning                âœ… Alarm System                âœ… Alloy Wheels                âœ… Anti-Lock Brakes                âœ… Automatic Climate Control                âœ… Automatic Headlights                âœ… Back Up Sonar                âœ… Backup Camera                âœ… Bedliner                âœ… CD                âœ… Cargo Area Tiedowns                âœ… Cruise Control                âœ… Driver Airbag                âœ… Driver Multi-Adjustable Power Seat                âœ… Drop Down Tailgate Step w/ Handle                âœ… Electrochromic Interior Rearview Mirror                âœ… FX4                âœ… Fog Lights                âœ… Front Power Lumbar Support                âœ… Front Power Memory Seat                âœ… Heated Exterior Mirror                âœ… Heated Seats                âœ… Interval Wipers                âœ… Key Pad Entry                âœ… Keyless Entry                âœ… Leather Seats                âœ… Leather Steering Wheel                âœ… Locking Differential                âœ… Locking Pickup Truck Tailgate                âœ… Passenger Airbag                âœ… Passenger Multi-Adjustable Power Seat                âœ… Pickup Truck Cargo Box Light                âœ… Power Brakes                âœ… Power Folding Side Mirrors                âœ… Power Locks                    â˜Ž Call (256) 907-7256   or ðŸ“± Text  (256) 907-7256  to find out more about this ***Ford**** ***Super Duty F-250****.  -or-            Paste the link below into your browser to get more detailed information about this ____Ford*____Super Duty F-250*____Lariat Crew Cab 4WD*:  http://aswt.co/wajl    Call  or Text  us today and mention that you heard about this vehicle on Craigslist!	 4wd	 gas	Ford Super Duty F-250	24.0	119180.0	 white		2018-01-05  6:31pm	 clean	 automatic	 1FT7W2B65BEC15518	2011.0
2065	NEttleton	7100	N/A	1995 dodge ram v8 magnum swb 1500 Laramie 4x4	https://northmiss.craigslist.org/cto/d/1995-dodge-ram-v8-magnum-swb/6449399763.html	 good	 8 cylinders	New motor with warranty . Many new parts.cant name them all.i have all receipts . New paint job.new windshield. New tires.inside needs work. I have  over 8000 dollars In it .odometer shows more than 392000 .but new motor has maybe 2 ,000 miles on it.  Have back  bumper .just needs to be put on ..towing package  ..new plugs and wires  and new radiator  .needs  dash cover and headliner..4x4 works wonderfully... loud exhaust sounds  great..	 4wd	 gas	dodge ram 1500 4x4		392300.0	 green	 full-size	2018-01-05  5:49pm	 clean	 automatic		1995.0
2066	Slayden	19995	MS	2012 Jeep Grand Cherokee Overland 2WD	https://northmiss.craigslist.org/ctd/d/2012-jeep-grand-cherokee/6449384325.html	 good	 8 cylinders	2012 Jeep Grand Cherokee Overland 2WD - $19,995Year: 2012Make:JeepModel:Grand CherokeeTrim:Overland 2WDMileage:91,390Stock #:1C4RJECT6CC282185VIN:1C4RJECT6CC282185Trans:AutomaticColor:BlueVehicle Type:SUVState:MiDrive Train:2WDEngine:5.7L V8 OHV 16VNotes1-owner, Clean Carfax! Super sharp 2012 Jeep Grand Cherokee Overland Edition! Options include black leather interior, heated/ cooled seats, heated steering wheel, woodgrain trim, power everything, navigation, back-up camera, sunroof, 20'' wheels, Michelin tires, and towing package! Excellent shape inside and out!!Ã‚Â 662-252-3800. Call or text Bill @ 901-870-6929 or Trey @ 901-240-7874Vehicle OptionsAir Conditioned SeatsAir ConditioningAlarm SystemAlloy WheelsAutomatic HeadlightsBackup CameraBluetoothBucket SeatsCargo Area CoverCargo Area TiedownsCargo NetCDChild Safety Door LocksCruise ControlDaytime Running LightsDriver AirbagDriver Multi-Adjustable Power SeatElectrochromic Exterior Rearview MirrorElectrochromic Interior Rearview MirrorElectronic Brake AssistanceElectronic Parking AidFog LightsFront Air DamFront Power Lumbar SupportFront Power Memory SeatFront Side AirbagHeated Exterior MirrorHeated Steering WheelHigh Intensity Discharge HeadlightsInterval WipersKeyless EntryLeather SeatsLeather Steering WheelLuggage RackMemory SeatsNavigationOwners ManualPassenger AirbagPassenger Multi-Adjustable Power SeatPower LocksPower MirrorsPower SeatsPower SteeringPower Trunk LidPower WindowsRain Sensing WipersRear SpoilerRear WiperRemote IgnitionSatellite RadioSecond Row Folding SeatSecond Row Heated SeatSeparate Driver/Front Passenger Climate ControlsSide Head Curtain AirbagSteering Wheel Mounted ControlsSubwooferSun RoofTachometerTelescopic Steering ColumnTilt WheelTinted WindowsTire Pressure MonitorTow PackageTraction ControlTrip ComputerVehicle Stability Control SystemWoodgrainOld Gin Motor CompanyTrey2646 Hwy 72Slayden, MSMi38642662-252-3800BatchID: 14HR9YD5OCID: 10328012	 rwd	 gas	Jeep Grand Cherokee	11.0	91390.0	 blue	 full-size	2018-01-05  5:35pm	 clean	 automatic	 1C4RJECT6CC282185	2012.0
2067	Slayden	20995	MS	2010 Ford F-150 Lariat SuperCrew 6.5-ft. Bed 4WD	https://northmiss.craigslist.org/ctd/d/2010-ford-150-lariat/6449383704.html	 good	 8 cylinders	2010 Ford F-150 Lariat SuperCrew 6.5-ft. Bed 4WD - $20,995Year: 2010Make:FordModel:F-150Trim:Lariat SuperCrew 6.5-ft. Bed 4WDMileage:149,263Stock #:1FTFW1EV9AKE62579VIN:1FTFW1EV9AKE62579Trans:AutomaticColor:WhiteVehicle Type:TruckState:MiDrive Train:4WDEngine:5.4L V8 SOHC 24V FFVNotesSuper sharp 2010 Ford F150 Lariat Crew Cab 4x4!! Options include heated/cooled leather seats, navigation, back-up camera, sunroof, adjustable pedals, woodgrain trim, power everything, bluetooth, front bucket seats, factory alloy wheels, new leveling kit, 34'' Mastercraft M/T tires, bedliner and towing package! Great shape inside and out! 662-252-3800.Ã‚Â Call or textÃ‚Â Bill @ 901-870-6929 orÃ‚Â Trey @ 901-240-7874Vehicle Options4x4Air Conditioned SeatsAir ConditioningAlarm SystemAlloy WheelsAutomatic Climate ControlAutomatic HeadlightsAux Audio JackBack Up SonarBackup CameraBedlinerBluetoothBucket SeatsCargo Area TiedownsCDCruise ControlDriver AirbagDriver Multi-Adjustable Power SeatElectrochromic Exterior Rearview MirrorElectrochromic Interior Rearview MirrorFog LightsFront Power Lumbar SupportFront Power Memory SeatFront Side AirbagFront Split Bench SeatFull Size Spare TireHandsfree WirelessHeated Exterior MirrorHeated SeatsInterval WipersKeyless EntryLeather SeatsLeather Steering WheelLocking Pickup Truck TailgateMemory SeatsNavigationOwners ManualPassenger AirbagPassenger Multi-Adjustable Power SeatPickup Truck Cargo Box LightPower LocksPower MirrorsPower SeatsPower SteeringPower WindowsRunning BoardsSatellite RadioSecond Row Folding SeatSeparate Driver/Front Passenger Climate ControlsSide Head Curtain AirbagSliding Rear Pickup Truck WindowSteering Wheel Mounted ControlsSun RoofTachometerTelematics SystemTilt WheelTinted WindowsTire Pressure MonitorTow PackageTowing Preparation PackageTrip ComputerVehicle Stability Control SystemWoodgrainOld Gin Motor CompanyTrey2646 Hwy 72Slayden, MSMi38642662-252-3800BatchID: 14HR9YD5OCID: 9557581	 4wd	 gas	Ford F-150	16.0	149263.0	 white	 full-size	2018-01-05  5:34pm	 clean	 automatic	 1FTFW1EV9AKE62579	2010.0
2068	Slayden	34995	MS	2016 Ford F-250 SD XL SuperCab Long Bed 4WD	https://northmiss.craigslist.org/ctd/d/2016-ford-250-sd-xl-supercab/6449383681.html	 good	 8 cylinders	2016 Ford F-250 SD XL SuperCab Long Bed 4WD - $34,995Year: 2016Make:FordModel:F-250 SDTrim:XL SuperCab Long Bed 4WDMileage:52,762Stock #:1FT7X2B6XGEB42280VIN:1FT7X2B6XGEB42280Trans:AutomaticColor:WhiteVehicle Type:TruckState:MiDrive Train:4WDEngine:6.2L V8 OHV 16VNotesSuper sharp 2016 Ford F250 XL Ext Cab 4x4 w/ a new Knapheide Service body!! Options include power windows, power door locks, automatic, 6.2L V8, folding center console, cd player, trailer brake, vinyl seats, vinyl floors, and towing package! Brand new Knapheide Service (utility) Body just installed! 52k miles! Ã‚Â 662-252-3800. Call or text Bill @ 901-870-6929 or Trey @ 901-240-7874Vehicle Options4x4Air ConditioningAlloy WheelsCargo Area TiedownsCDCruise ControlDriver AirbagElectronic Brake AssistanceFront Side AirbagFull Size Spare TireInterval WipersKeyless EntryLocking Pickup Truck TailgateOwners ManualPassenger AirbagPickup Truck Cargo Box LightPower LocksPower MirrorsPower SteeringPower WindowsRun Flat TiresSide Head Curtain AirbagTachometerTelescopic Steering ColumnTilt WheelTinted WindowsTire Pressure MonitorTow PackageTraction ControlTrip ComputerVehicle Stability Control SystemOld Gin Motor CompanyTrey2646 Hwy 72Slayden, MSMi38642662-252-3800BatchID: 14HR9YD5OCID: 9797566	 4wd	 gas	Ford F-250 SD	16.0	52762.0	 white	 full-size	2018-01-05  5:34pm	 clean	 automatic	 1FT7X2B6XGEB42280	2016.0
2069	Slayden	27995	MS	2016 Ford F-250 SD XL SuperCab Long Bed 4WD	https://northmiss.craigslist.org/ctd/d/2016-ford-250-sd-xl-supercab/6449383684.html	 good	 8 cylinders	2016 Ford F-250 SD XL SuperCab Long Bed 4WD - $27,995Year: 2016Make:FordModel:F-250 SDTrim:XL SuperCab Long Bed 4WDMileage:62,309Stock #:1FT7X2B61GEB42281VIN:1FT7X2B61GEB42281Trans:AutomaticColor:WhiteVehicle Type:TruckState:MiDrive Train:4WDEngine:6.2L V8 OHV 16VNotesNew arrival! 2016 Ford F250 XL Ext Cab 4x4!! Options include power windows, power door locks, automatic, 6.2L V8, folding center console, cd player, trailer brake, vinyl seats, vinyl floors, and towing package! 52k miles! Ã‚Â 662-252-3800. Call or text Bill @ 901-870-6929 or Trey @ 901-240-7874Vehicle OptionsAir ConditioningAlloy WheelsCargo Area TiedownsDriver AirbagElectronic Brake AssistanceFront Side AirbagFull Size Spare TireLocking Pickup Truck TailgatePassenger AirbagPickup Truck Cargo Box LightRun Flat TiresSide Head Curtain AirbagTachometerTelescopic Steering ColumnTire Pressure MonitorTraction ControlTrip ComputerVehicle Stability Control SystemOld Gin Motor CompanyTrey2646 Hwy 72Slayden, MSMi38642662-252-3800BatchID: 14HR9YD5OCID: 9797551	 4wd	 gas	Ford F-250 SD	16.0	62309.0	 white	 full-size	2018-01-05  5:34pm	 clean	 automatic	 1FT7X2B61GEB42281	2016.0
2070	Slayden	15995	MS	2007 GMC Yukon SLE-1 4WD	https://northmiss.craigslist.org/ctd/d/2007-gmc-yukon-sle-1-4wd/6449383691.html	 good	 8 cylinders	2007 GMC Yukon SLE-1 4WD - $15,995Year: 2007Make:GMCModel:YukonTrim:SLE-1 4WDMileage:156,385Stock #:1GKFK130X7J101870VIN:1GKFK130X7J101870Trans:AutomaticColor:SilverVehicle Type:SUVState:MiDrive Train:4WDEngine:5.3L V8 OHV 16V FFVNotesSuper sharp 2007 GMC Yukon 4x4!! Options include woodgrain trim, power seats, cloth interior, front bucket seats, sunroof, third row removable seats, tinted windows, BF Goodrich All Terrain tires, and towing package! Nice shape inside and out!Ã‚Â 156k miles.Ã‚Â Call or textÃ‚Â Bill @ 901-870-6929 orÃ‚Â Trey @ 901-240-7874Vehicle Options4x4Air ConditioningAlarm SystemAlloy WheelsAutomatic HeadlightsBucket SeatsCDCD ChangerChild Safety Door LocksCruise ControlDaytime Running LightsDriver AirbagDriver Multi-Adjustable Power SeatElectrochromic Exterior Rearview MirrorElectrochromic Interior Rearview MirrorElectronic Parking AidFog LightsFront Air DamFront Power Lumbar SupportFront Power Memory SeatFull Size Spare TireHeated Exterior MirrorInterval WipersKeyless EntryLeather Steering WheelLoad Bearing Exterior RackLocking DifferentialLuggage RackOwners ManualPassenger AirbagPassenger Multi-Adjustable Power SeatPower LocksPower MirrorsPower SeatsPower SteeringPower WindowsRear WiperRemote IgnitionRunning BoardsSatellite RadioSecond Row Folding SeatSecond Row Sound ControlsSeparate Driver/Front Passenger Climate ControlsSide Head Curtain AirbagSteering Wheel Mounted ControlsSubwooferSun RoofTachometerTelematics SystemThird Row Removable SeatTilt WheelTinted WindowsTire Pressure MonitorTow PackageTraction ControlVehicle Stability Control SystemVoice Activated TelephoneWoodgrainOld Gin Motor CompanyTrey2646 Hwy 72Slayden, MSMi38642662-252-3800BatchID: 14HR9YD5OCID: 9810432	 4wd	 gas	GMC Yukon	16.0	156385.0	 silver	 full-size	2018-01-05  5:34pm	 clean	 automatic	 1GKFK130X7J101870	2007.0
2071	Slayden	9995	MS	2000 Ford F-250 SD Lariat SuperCab Short Bed 2WD	https://northmiss.craigslist.org/ctd/d/2000-ford-250-sd-lariat/6449384228.html	 good	 8 cylinders	2000 Ford F-250 SD Lariat SuperCab Short Bed 2WD - $9,995Year: 2000Make:FordModel:F-250 SDTrim:Lariat SuperCab Short Bed 2WDMileage:274,000Stock #:1FTNX20FXYEC23887VIN:1FTNX20FXYEC23887Trans:AutomaticColor:WhiteVehicle Type:TruckState:MiDrive Train:2WDEngine:7.3L V8 OHV 16V TURBO DIESELNotes1-Owner, Local truck! 2000 Ford F250 Lariat Supercab w/ 7.3L Diesel! Options include leather seats, power windows, power door locks, automatic, folding center console, new batteries, body kit, gooseneck hitch, and towing package! Nice truck inside and out!Ã‚Â Ã‚Â 662-252-3800.Call or textÃ‚Â Bill @ 901-870-6929 orÃ‚Â Trey @ 901-240-7874Vehicle OptionsAir ConditioningAlarm SystemAlloy WheelsCDCruise ControlDieselDriver AirbagDriver Multi-Adjustable Power SeatFull Size Spare TireInterval WipersLeather SeatsPassenger AirbagPower LocksPower MirrorsPower SeatsPower SteeringPower WindowsRunning BoardsTachometerTilt WheelTinted WindowsTow PackageWoodgrainOld Gin Motor CompanyTrey2646 Hwy 72Slayden, MSMi38642662-252-3800BatchID: 14HR9YD5OCID: 9740568	 rwd	 diesel	Ford F-250 SD	16.0	274000.0	 white	 full-size	2018-01-05  5:34pm	 clean	 automatic	 1FTNX20FXYEC23887	2000.0
